date,weather_meantemp,weather_humidity,wind_speed,weather_meanpressure
2013-01-01,10,84.5,0,1015.66666666667
2013-01-02,7.4,92,2.98,1017.8
2013-01-03,7.16666666666667,87,4.63333333333333,1018.66666666667
2013-01-04,8.66666666666667,71.3333333333333,1.23333333333333,1017.16666666667
2013-01-05,6,86.8333333333333,3.7,1016.5
2013-01-06,7,82.8,1.48,1018
2013-01-07,7,78.6,6.3,1020
2013-01-08,8.85714285714286,63.7142857142857,7.14285714285714,1018.71428571429
2013-01-09,14,51.25,12.5,1017
2013-01-10,11,62,7.4,1015.66666666667
2013-01-11,15.7142857142857,51.2857142857143,10.5714285714286,1016.14285714286
2013-01-12,14,74,13.2285714285714,1015.57142857143
2013-01-13,15.8333333333333,75.1666666666667,4.63333333333333,1013.33333333333
2013-01-14,12.8333333333333,88.1666666666667,0.616666666666667,1015.16666666667
2013-01-15,14.7142857142857,71.8571428571429,0.528571428571429,1015.85714285714
2013-01-16,13.8333333333333,86.6666666666667,0,1016.66666666667
2013-01-17,16.5,80.8333333333333,5.25,1015.83333333333
2013-01-18,13.8333333333333,92.1666666666667,8.95,1014.5
2013-01-19,12.5,76.6666666666667,5.88333333333333,1021.66666666667
2013-01-20,11.2857142857143,75.2857142857143,8.47142857142857,1020.28571428571
2013-01-21,11.2,77,2.22,1021
2013-01-22,9.5,79.6666666666667,3.08333333333333,1021.8
2013-01-23,14,60.1666666666667,4.01666666666667,1020.5
2013-01-24,13.8333333333333,60.6666666666667,6.16666666666667,1020.5
2013-01-25,12.25,67,5.55,1020.75
2013-01-26,12.6666666666667,64.1666666666667,6.8,1019.66666666667
2013-01-27,12.8571428571429,65.5714285714286,5.55714285714286,1018.14285714286
2013-01-28,14.8333333333333,56,3.7,1017.83333333333
2013-01-29,14.125,65.5,3.2375,1016.625
2013-01-30,14.7142857142857,70.4285714285714,1.05714285714286,1017.85714285714
2013-01-31,16.2,65.6,2.96,1018.4
2013-02-01,16,73,2.22,1016
2013-02-02,16.2857142857143,77.5714285714286,1.32857142857143,1017.14285714286
2013-02-03,18,65.5714285714286,1.85714285714286,1015.28571428571
2013-02-04,17.4285714285714,74.2857142857143,11.1142857142857,1014.57142857143
2013-02-05,16.625,92.375,9.725,1016.375
2013-02-06,16.6666666666667,71.3333333333333,8.63333333333333,1018.66666666667
2013-02-07,15.6,59.4,10.74,1018.6
2013-02-08,14,70.4285714285714,9.25714285714286,1017.14285714286
2013-02-09,15.4285714285714,61.2857142857143,9.25714285714286,1016.85714285714
2013-02-10,15.25,71.5,3.475,1017.125
2013-02-11,15.875,70.5,5.325,1016.5
2013-02-12,15.3333333333333,70.3333333333333,7.41666666666667,1017.5
2013-02-13,16.2857142857143,70.1428571428571,6.08571428571429,1016
2013-02-14,17.3333333333333,63.8333333333333,4.33333333333333,1014.16666666667
2013-02-15,19.1666666666667,65.3333333333333,10.1833333333333,1011.66666666667
2013-02-16,14.4285714285714,92.7142857142857,8.48571428571429,1008
2013-02-17,13.6666666666667,90,0,1012.66666666667
2013-02-18,15.6,78.4,12.22,1016.2
2013-02-19,15.8571428571429,82,5.81428571428572,1015.71428571429
2013-02-20,17.7142857142857,74.7142857142857,5.81428571428572,1017
2013-02-21,20,67.2857142857143,6.61428571428571,1015.42857142857
2013-02-22,20.5,65.625,10.875,1016
2013-02-23,17.4285714285714,74.8571428571429,9.25714285714286,1017
2013-02-24,16.8571428571429,78.8571428571429,7.4,1018.85714285714
2013-02-25,16.875,72.875,4.6375,1018.25
2013-02-26,17.8571428571429,70,17.5875,1015.14285714286
2013-02-27,20.8,57.2,6.66,1015.2
2013-02-28,19.4285714285714,52.8571428571429,12.9571428571429,1017.42857142857
2013-03-01,17.3333333333333,49.3333333333333,24.0666666666667,1016.33333333333
2013-03-02,19,54,15.725,1016.25
2013-03-03,19.3333333333333,62.8333333333333,8.63333333333333,1016.16666666667
2013-03-04,17.6,71,5.56,1015.8
2013-03-05,20.875,61.875,4.1625,1016.375
2013-03-06,20.8571428571429,65.2857142857143,6.87142857142857,1015.71428571429
2013-03-07,23.4285714285714,57.1428571428571,8.72857142857143,1015.28571428571
2013-03-08,24.1666666666667,44.8333333333333,7.1,1014.83333333333
2013-03-09,25.4285714285714,49.7142857142857,5.28571428571429,1009.28571428571
2013-03-10,23.1428571428571,57.5714285714286,4.22857142857143,1008
2013-03-11,24,66.3333333333333,0.933333333333333,1011.16666666667
2013-03-12,23.5,62.5,4.93333333333333,1011.5
2013-03-13,21.5,70.5,5.55,1009
2013-03-14,22.3333333333333,61.1666666666667,12.0333333333333,1013.16666666667
2013-03-15,24.1666666666667,45.8333333333333,7.71666666666667,1016.16666666667
2013-03-16,20.3333333333333,67.6666666666667,3.7,1016.16666666667
2013-03-17,22.6666666666667,58.6666666666667,8.95,1015
2013-03-18,23.4285714285714,58.1428571428572,17.4571428571429,1009.42857142857
2013-03-19,22.5,73.6666666666667,10.4833333333333,1011
2013-03-20,29.1666666666667,36.3333333333333,6.8,1009.5
2013-03-21,23.8333333333333,58.5,10.5,1008.33333333333
2013-03-22,25.25,50.25,9.7125,1006.375
2013-03-23,27.375,50.125,9.95,1007.625
2013-03-24,27,48.75,10.8875,1010.25
2013-03-25,23.5,45.5,15.9625,1010.625
2013-03-26,24.1428571428571,44.5714285714286,12.9571428571429,1008.85714285714
2013-03-27,21,62,1.85,1009
2013-03-28,22.4285714285714,62.7142857142857,7.41428571428572,1009.57142857143
2013-03-29,21.25,70.375,5.55,1009.75
2013-03-30,23.5,54.75,11.1125,1008.625
2013-03-31,23.2,58,6.66,1008.6
2013-04-01,25.375,45.5,4.4,1008.5
2013-04-02,25.1666666666667,51,8.65,1009.5
2013-04-03,26.2,45.6,8.14,1009
2013-04-04,24.6,41.8,11.12,1007.8
2013-04-05,25.6,31,15.56,1007
2013-04-06,25.8571428571429,29.8571428571429,11.9,1006.14285714286
2013-04-07,29.1428571428571,23.2857142857143,10.3142857142857,1005
2013-04-08,28.7142857142857,33.8571428571429,5.3,1006
2013-04-09,30.1666666666667,30.5,8.65,1005.33333333333
2013-04-10,30,28,6.1,1006.71428571429
2013-04-11,30,24.2,7.78,1006.4
2013-04-12,28.8571428571429,32.5714285714286,6.34285714285714,1007.57142857143
2013-04-13,30.2,29.2,10,1008.4
2013-04-14,28.25,39.375,6.4875,1007
2013-04-15,28.25,41.375,6.25,1003.875
2013-04-16,32.125,24.625,10.425,1000
2013-04-17,29.2,24.2,6.66,1002.2
2013-04-18,30.2857142857143,30.2857142857143,4.75714285714286,1002.85714285714
2013-04-19,28.2857142857143,31.2857142857143,3.97142857142857,1002.57142857143
2013-04-20,30.625,29,7.6375,1003.375
2013-04-21,27.6666666666667,38.6666666666667,13.8833333333333,1006.83333333333
2013-04-22,27.375,45.375,7.65,1010
2013-04-23,28.625,44.125,4.625,1009.875
2013-04-24,30.2857142857143,41.7142857142857,2.11428571428571,1008.57142857143
2013-04-25,31.1428571428571,38.2857142857143,3.7,1007.71428571429
2013-04-26,29.875,45.875,6.7125,1008.375
2013-04-27,31.1428571428571,31.4285714285714,13.4857142857143,1007
2013-04-28,30.5714285714286,28,12.9714285714286,1005.42857142857
2013-04-29,32.125,26.375,7.875,1004.875
2013-04-30,31.1428571428571,32,7.92857142857143,1004.85714285714
2013-05-01,31.8571428571429,15.8571428571429,12.6857142857143,1002.83333333333
2013-05-02,29.8333333333333,22.1666666666667,11.4333333333333,1001.2
2013-05-03,28.5714285714286,31.5714285714286,9,999.428571428571
2013-05-04,32.8571428571429,31.4285714285714,2.91428571428571,999
2013-05-05,32.625,31.125,3.0125,1000.625
2013-05-06,32.75,39.25,3.7,1001.625
2013-05-07,32.875,33.25,7.175,1002
2013-05-08,34.5,23,9.25,1001.16666666667
2013-05-09,34.2857142857143,26,8.98571428571428,1000.85714285714
2013-05-10,34,27.7142857142857,9.52857142857143,1000.14285714286
2013-05-11,30.75,30.375,14.8125,999.875
2013-05-12,29.8571428571429,40.1428571428571,5.82857142857143,1003.71428571429
2013-05-13,31.7142857142857,34,3.97142857142857,1003.57142857143
2013-05-14,32.2857142857143,34.2857142857143,4.77142857142857,1001.57142857143
2013-05-15,33,33,3.2375,999.857142857143
2013-05-16,33,34.75,7.175,998.5
2013-05-17,32.8333333333333,28.1666666666667,9.86666666666667,1000.33333333333
2013-05-18,31.4,42.2,12.9666666666667,999
2013-05-19,35.3333333333333,22.3333333333333,15.75,999.666666666667
2013-05-20,36.4,24.2,7.4,998.4
2013-05-21,36,19,11.3714285714286,998.666666666667
2013-05-22,36.75,22.125,17.5875,998.625
2013-05-23,37.5,23.3333333333333,13.5666666666667,997.166666666667
2013-05-24,38.4285714285714,27.4285714285714,11.3857142857143,996.428571428572
2013-05-25,38.7142857142857,22.4285714285714,10.3142857142857,998.142857142857
2013-05-26,37.8,21.2,10.74,998.2
2013-05-27,35.8571428571429,31.5714285714286,8.72857142857143,999.142857142857
2013-05-28,35.3333333333333,29,8.33333333333333,1000.16666666667
2013-05-29,34.1428571428571,27.8571428571429,5.55714285714286,999.428571428571
2013-05-30,32.2,28.2,5.56,999.6
2013-05-31,33.625,40.125,10.6375,998.714285714286
2013-06-01,32,54,13.4375,998.75
2013-06-02,32.4,56.6,14.2,1001
2013-06-03,35.6,47,12.24,999.6
2013-06-04,35.8571428571429,42.5714285714286,5.02857142857143,999.857142857143
2013-06-05,37.1666666666667,36.5,9.86666666666667,998
2013-06-06,31.2857142857143,61.7142857142857,10.0428571428571,997.285714285714
2013-06-07,34,49.25,7.4125,998
2013-06-08,34.2,57.4,13.34,997
2013-06-09,36.1666666666667,40,11.4166666666667,995.166666666667
2013-06-10,36.625,42.75,8.1,995.125
2013-06-11,30.1666666666667,61.6666666666667,16.35,1000
2013-06-12,34.1428571428571,54.1428571428571,7.41428571428572,998
2013-06-13,29.8333333333333,68.6666666666667,9.86666666666667,998.666666666667
2013-06-14,30.1428571428571,68.1428571428571,7.94285714285714,997.428571428572
2013-06-15,30.7142857142857,65,13.2285714285714,997.857142857143
2013-06-16,27,88.8571428571429,8.48571428571429,996.428571428572
2013-06-17,26.875,87.375,8.3375,994.75
2013-06-18,28.4,83.6,5.18,996.4
2013-06-19,29.8571428571429,72.8571428571429,4.22857142857143,999
2013-06-20,33,52.7142857142857,4.77142857142857,997.166666666667
2013-06-21,34.8333333333333,47.3333333333333,5.86666666666667,995.333333333333
2013-06-22,35.6,39.4,10.74,996.2
2013-06-23,35.1666666666667,53,8.35,995.666666666667
2013-06-24,33.1428571428571,55,13.2285714285714,996.285714285714
2013-06-25,30.5714285714286,70.4285714285714,11.1142857142857,999.166666666667
2013-06-26,30.6666666666667,71.5,6.48333333333333,999
2013-06-27,31.4285714285714,61.8571428571429,7.95714285714286,996.714285714286
2013-06-28,31.5,64.25,8.8125,996
2013-06-29,33.25,57,13.875,995.25
2013-06-30,32.8333333333333,52.1666666666667,10.5,997.166666666667
2013-07-01,33.8571428571429,54,8.72857142857143,996.428571428572
2013-07-02,33.1428571428571,58.2857142857143,9.8,996
2013-07-03,31.5714285714286,70,6.35714285714286,997.571428571429
2013-07-04,32.375,67.5,9.25,997
2013-07-05,32.8,62.2,12.96,997.8
2013-07-06,31,73.1428571428571,11.3714285714286,1000.57142857143
2013-07-07,31.1666666666667,77.3333333333333,7.1,1000.16666666667
2013-07-08,29.8333333333333,75.1666666666667,6.48333333333333,997.5
2013-07-09,29,78.8333333333333,8.01666666666667,996.833333333333
2013-07-10,29.75,75.375,6.4875,995.75
2013-07-11,32.5,65.5,7.11666666666667,997.333333333333
2013-07-12,28.875,86.625,5.5625,1000
2013-07-13,31.75,70.25,12.0625,998.875
2013-07-14,30.75,71.625,4.8125,997.375
2013-07-15,31.75,73.25,13.5375,998.375
2013-07-16,29.875,83.875,9,999
2013-07-17,31.125,78.375,8.65,998
2013-07-18,31.75,76,5.55,995
2013-07-19,30.5,73.5,9.26666666666667,995.333333333333
2013-07-20,26.8333333333333,90.6666666666667,4.93333333333333,999.166666666667
2013-07-21,28.2,88,2.24,996.4
2013-07-22,29.5,80.3333333333333,4.33333333333333,996.833333333333
2013-07-23,31.8571428571429,70.7142857142857,3.97142857142857,998
2013-07-24,29.7142857142857,84.1428571428571,3.97142857142857,997.142857142857
2013-07-25,28.3333333333333,84.5,8.01666666666667,995.166666666667
2013-07-26,30,73.8571428571429,5.57142857142857,995.428571428571
2013-07-27,30.1428571428571,79,4.22857142857143,997.285714285714
2013-07-28,32.2857142857143,67.4285714285714,6.08571428571429,998.142857142857
2013-07-29,31,77.4285714285714,4.77142857142857,997.142857142857
2013-07-30,30.5,75.6666666666667,8.01666666666667,996.5
2013-07-31,28.8333333333333,78.5,9.86666666666667,996.666666666667
2013-08-01,30,73.5,5.55,998
2013-08-02,31.5714285714286,66.4285714285714,11.1142857142857,999.428571428571
2013-08-03,32.5,62.3333333333333,10.8166666666667,1000.83333333333
2013-08-04,32.5,62.5,5.1,993.25
2013-08-05,29.5,77,6.78333333333333,1001
2013-08-06,27.1666666666667,90.6666666666667,4.01666666666667,1002.16666666667
2013-08-07,28.375,85.25,3.25,1001.875
2013-08-08,28.5,84,6.16666666666667,1000.5
2013-08-09,27.1666666666667,87.5,3.71666666666667,1001
2013-08-10,29.4285714285714,79.8571428571429,6.1,1000.33333333333
2013-08-11,30,76.8333333333333,6.8,1001.16666666667
2013-08-12,29.5,81.5,8.35,1001
2013-08-13,30.75,72,11.125,999.25
2013-08-14,29.6666666666667,74.3333333333333,9.86666666666667,999.833333333333
2013-08-15,27.7142857142857,85,8.2,1001.71428571429
2013-08-16,26.6,92,4.46,1000.8
2013-08-17,27.4285714285714,91,14.2857142857143,999.428571428571
2013-08-18,28.3333333333333,83.8333333333333,1.23333333333333,1000.16666666667
2013-08-19,28.1666666666667,84.6666666666667,5.55,1000.5
2013-08-20,27.375,88.5,5.325,999
2013-08-21,28.3333333333333,81.1666666666667,10.3142857142857,999.285714285714
2013-08-22,29.1666666666667,74.8333333333333,6.48333333333333,1001.16666666667
2013-08-23,31.2857142857143,73.1428571428571,2.64285714285714,1001.42857142857
2013-08-24,32,71.25,18.525,1000.33333333333
2013-08-25,29,90.75,0.925,998.75
2013-08-26,32,69.875,6.475,997.857142857143
2013-08-27,32.1428571428571,57.2857142857143,17.0714285714286,999.857142857143
2013-08-28,30.1428571428571,60.7142857142857,11.6428571428571,1003.71428571429
2013-08-29,31.5,57,9.275,1003.25
2013-08-30,29.1666666666667,73,3.1,1003.5
2013-08-31,29,71.75,4.65,1003.25
2013-09-01,30,65.2,11.48,1003.2
2013-09-02,31.8571428571429,50.8571428571429,15.3428571428571,1003.71428571429
2013-09-03,32.75,45.5,14.8,1001.5
2013-09-04,31.7142857142857,48,14.5428571428571,1002.16666666667
2013-09-05,31.6666666666667,46,13.5666666666667,1001.5
2013-09-06,30.5714285714286,55.7142857142857,10.0428571428571,1003.42857142857
2013-09-07,30.8333333333333,51.8333333333333,6.78333333333333,1004.16666666667
2013-09-08,28,71.75,2.325,1007.25
2013-09-09,31,57.5,42.22,1007
2013-09-10,29.6666666666667,66.3333333333333,3.7,1005.33333333333
2013-09-11,30.8571428571429,61.1428571428572,3.97142857142857,1005.57142857143
2013-09-12,31.1666666666667,60.3333333333333,2.78333333333333,1008.16666666667
2013-09-13,31.1428571428571,67.1428571428571,3.17142857142857,1007.14285714286
2013-09-14,30.5,67,2.78333333333333,1003.83333333333
2013-09-15,31.625,56.375,3.9375,1001.375
2013-09-16,29.6666666666667,60,7.1,1002.33333333333
2013-09-17,29.25,56.5,3.475,1002.875
2013-09-18,29.1428571428571,58.5714285714286,5.55714285714286,1003.14285714286
2013-09-19,29.8,61.6,2.96,1001.8
2013-09-20,28.6666666666667,70,9.58333333333333,1003
2013-09-21,25.2,89,5.18,1003
2013-09-22,28.3333333333333,79.6666666666667,3.08333333333333,1001.66666666667
2013-09-23,30.2857142857143,68,4.5,1001
2013-09-24,30.75,65.75,5.7875,1002.75
2013-09-25,28.5714285714286,75,6.61428571428572,1005.42857142857
2013-09-26,28.2,78.8,4.08,1006.6
2013-09-27,29,71.25,7.4125,1005.625
2013-09-28,30,67.3333333333333,1.23333333333333,1005.33333333333
2013-09-29,28.1428571428571,79.8571428571429,5.55714285714286,1003.85714285714
2013-09-30,26.8571428571429,84.5714285714286,4.22857142857143,1004.71428571429
2013-10-01,28.2857142857143,68.7142857142857,6.37142857142857,1007.71428571429
2013-10-02,29.2,61.4,7.42,1010
2013-10-03,28.6,59,7.4,1008.6
2013-10-04,24.8333333333333,84.3333333333333,6.78333333333333,1007.5
2013-10-05,28.5,69,2.0875,1004.125
2013-10-06,29.75,66.5,1.85,1005.25
2013-10-07,29.7142857142857,66.5714285714286,1.58571428571429,1008.85714285714
2013-10-08,29.2,69.4,0,1009.8
2013-10-09,30.8333333333333,65.5,5.56666666666667,1010.33333333333
2013-10-10,29.4285714285714,66.2857142857143,3.97142857142857,1010.85714285714
2013-10-11,23.8571428571429,89.8571428571429,4.24285714285714,1010.57142857143
2013-10-12,26.1428571428571,82.5714285714286,2.91428571428571,1008.28571428571
2013-10-13,27.1666666666667,84.3333333333333,0.616666666666667,1007.66666666667
2013-10-14,27.7142857142857,74.8571428571429,5.55714285714286,1007
2013-10-15,25.8571428571429,76.4285714285714,3.7,1009.14285714286
2013-10-16,26.4285714285714,75,0,1009
2013-10-17,26.8571428571429,76.7142857142857,1.05714285714286,1010.42857142857
2013-10-18,26.3333333333333,73.1666666666667,0,1010.5
2013-10-19,24.5714285714286,69.5714285714286,2.11428571428571,1011.57142857143
2013-10-20,24.3333333333333,67.8333333333333,1.55,1010.66666666667
2013-10-21,24.875,63.625,1.3875,1009.875
2013-10-22,27.8,53.6,0,1011
2013-10-23,25,67.5,1.1625,1013.625
2013-10-24,23.8571428571429,73.1428571428571,1.05714285714286,1013.28571428571
2013-10-25,22.8,75.8,1.86,1011
2013-10-26,23,78.2,0.74,1011.2
2013-10-27,22.875,66.875,2.55,1010.625
2013-10-28,22.6666666666667,63.1666666666667,4.93333333333333,1010
2013-10-29,23,62.7142857142857,3.97142857142857,1011.14285714286
2013-10-30,22.8571428571429,67.4285714285714,2.38571428571429,1012.85714285714
2013-10-31,23.6666666666667,58.8333333333333,3.08333333333333,1012.83333333333
2013-11-01,23.4285714285714,69.1428571428571,1.05714285714286,1013.28571428571
2013-11-02,21.625,65,4.6375,1014.5
2013-11-03,20.625,57.875,5.5625,1016
2013-11-04,21.1666666666667,54.1666666666667,2.46666666666667,1017.5
2013-11-05,18.8333333333333,74.3333333333333,0,1017.5
2013-11-06,20.5714285714286,66.7142857142857,3.18571428571429,1015.85714285714
2013-11-07,20.1428571428571,73.1428571428571,4.5,1015.66666666667
2013-11-08,18,82.2,19.9125,1015.625
