Trial,refitting_cycle,process_time_s,real_time_s,params,note
101,,0.9747890000000012,0.563878059387207,"{'standardize_X': True, 'alpha_1': 344.569953511897, 'alpha_2': 87.13620220843423, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
102,,0.9051230000000032,0.5396280288696289,"{'standardize_X': True, 'alpha_1': 571.154027596596, 'alpha_2': 136.8349987428501, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
103,,1.539301000000009,0.8821098804473877,"{'standardize_X': True, 'alpha_1': 167.97431828577925, 'alpha_2': 69.14618707736003, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
104,,1.0916519999999963,0.5366160869598389,"{'standardize_X': True, 'alpha_1': 318.10781733060827, 'alpha_2': 40.24864425912958, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
105,,0.9189879999999988,0.444105863571167,"{'standardize_X': True, 'alpha_1': 718.2114134617626, 'alpha_2': 625.3665066738882, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 1000000.0}",successful
106,,nan,nan,"{'standardize_X': True, 'alpha_1': 129.51450633979195, 'alpha_2': 202.67276834132505, 'lambda_1': 0.01, 'lambda_2': 1e-05, 'threshold_lambda': 100.0}",pruned
107,,1.0984940000000023,0.5233869552612305,"{'standardize_X': True, 'alpha_1': 239.60016690077802, 'alpha_2': 25.77781378248093, 'lambda_1': 1e-05, 'lambda_2': 10, 'threshold_lambda': 1000000.0}",successful
108,,nan,nan,"{'standardize_X': True, 'alpha_1': 394.28234576650203, 'alpha_2': 15.586594080226513, 'lambda_1': 0.1, 'lambda_2': 1e-06, 'threshold_lambda': 1000.0}",pruned
109,,nan,nan,"{'standardize_X': False, 'alpha_1': 561.6756355258826, 'alpha_2': 307.59674764814736, 'lambda_1': 10, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",pruned
110,,nan,nan,"{'standardize_X': True, 'alpha_1': 798.1332330014997, 'alpha_2': 83.24827480256434, 'lambda_1': 1, 'lambda_2': 1e-05, 'threshold_lambda': 100000.0}",pruned
111,,1.0719529999999935,0.5148038864135742,"{'standardize_X': True, 'alpha_1': 326.0827694156919, 'alpha_2': 104.84427515632733, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
112,,1.0392920000000174,0.4919271469116211,"{'standardize_X': True, 'alpha_1': 397.92354902311274, 'alpha_2': 80.7122970061543, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
113,,1.102687000000003,0.5136208534240723,"{'standardize_X': True, 'alpha_1': 271.82772420460986, 'alpha_2': 48.794719078113935, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
114,,1.0628820000000019,0.5122408866882324,"{'standardize_X': True, 'alpha_1': 435.49088787158934, 'alpha_2': 155.19163381272398, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
115,,1.1813359999999875,0.5405380725860596,"{'standardize_X': True, 'alpha_1': 185.13495903932417, 'alpha_2': 206.00253467781695, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
116,,nan,nan,"{'standardize_X': True, 'alpha_1': 473.4663020695864, 'alpha_2': 135.980467785781, 'lambda_1': 1e-06, 'lambda_2': 10, 'threshold_lambda': 1000000.0}",pruned
117,,0.9279889999999966,0.4630091190338135,"{'standardize_X': True, 'alpha_1': 605.5775240388954, 'alpha_2': 335.0416159772755, 'lambda_1': 0.0001, 'lambda_2': 0.01, 'threshold_lambda': 100.0}",successful
118,,0.8743020000000001,0.4572420120239258,"{'standardize_X': True, 'alpha_1': 615.2295937542546, 'alpha_2': 452.84068989932786, 'lambda_1': 0.0001, 'lambda_2': 0.01, 'threshold_lambda': 100.0}",successful
119,,nan,nan,"{'standardize_X': True, 'alpha_1': 626.9025688145894, 'alpha_2': 444.35005220190794, 'lambda_1': 0.0001, 'lambda_2': 0.01, 'threshold_lambda': 100.0}",pruned
120,,0.8204039999999964,0.41977500915527344,"{'standardize_X': True, 'alpha_1': 862.3488563149209, 'alpha_2': 392.68493562023514, 'lambda_1': 0.0001, 'lambda_2': 0.01, 'threshold_lambda': 100.0}",successful
121,,0.8262569999999982,0.4248208999633789,"{'standardize_X': True, 'alpha_1': 421.8131152782926, 'alpha_2': 292.45074553333797, 'lambda_1': 0.0001, 'lambda_2': 0.01, 'threshold_lambda': 100.0}",successful
122,,nan,nan,"{'standardize_X': True, 'alpha_1': 569.689684664274, 'alpha_2': 623.4451123835472, 'lambda_1': 0.0001, 'lambda_2': 0.01, 'threshold_lambda': 100.0}",pruned
123,,nan,nan,"{'standardize_X': True, 'alpha_1': 248.79906008278883, 'alpha_2': 218.80839413586142, 'lambda_1': 0.0001, 'lambda_2': 0.01, 'threshold_lambda': 100.0}",pruned
124,,nan,nan,"{'standardize_X': True, 'alpha_1': 746.7230123983583, 'alpha_2': 163.55835181401906, 'lambda_1': 0.0001, 'lambda_2': 0.01, 'threshold_lambda': 100.0}",pruned
125,,1.1053019999999947,0.7153410911560059,"{'standardize_X': True, 'alpha_1': 968.279377489574, 'alpha_2': 487.59253299000187, 'lambda_1': 0.0001, 'lambda_2': 0.01, 'threshold_lambda': 100.0}",successful
126,,1.2026250000000118,0.5539240837097168,"{'standardize_X': True, 'alpha_1': 106.54252798508215, 'alpha_2': 308.18720099682787, 'lambda_1': 1e-06, 'lambda_2': 1e-05, 'threshold_lambda': 1000.0}",successful
127,,1.0428430000000048,0.506166934967041,"{'standardize_X': True, 'alpha_1': 430.95806264421833, 'alpha_2': 121.37916252446676, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
128,,0.9121910000000071,0.4589500427246094,"{'standardize_X': True, 'alpha_1': 174.50201438104818, 'alpha_2': 756.7766953540616, 'lambda_1': 0.0001, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
129,,1.096400000000017,0.5165603160858154,"{'standardize_X': True, 'alpha_1': 309.7486130030003, 'alpha_2': 108.26325527030644, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
130,,nan,nan,"{'standardize_X': True, 'alpha_1': 529.3935261886625, 'alpha_2': 364.30281620401456, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",pruned
131,,1.0678800000000024,0.5099570751190186,"{'standardize_X': True, 'alpha_1': 377.08978756035236, 'alpha_2': 147.6477834601457, 'lambda_1': 1e-06, 'lambda_2': 1, 'threshold_lambda': 100.0}",successful
132,,1.053830000000005,0.5735301971435547,"{'standardize_X': True, 'alpha_1': 436.05981917011593, 'alpha_2': 226.53704911861706, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
133,,1.0011309999999867,0.498593807220459,"{'standardize_X': True, 'alpha_1': 619.1835306596164, 'alpha_2': 196.52789996948758, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
134,,1.1538889999999924,0.5497269630432129,"{'standardize_X': True, 'alpha_1': 226.62935806625674, 'alpha_2': 258.8690328104394, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
135,,1.0657750000000021,0.5142619609832764,"{'standardize_X': True, 'alpha_1': 432.2637303581786, 'alpha_2': 525.4339768497471, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
136,,nan,nan,"{'standardize_X': False, 'alpha_1': 279.47948419540586, 'alpha_2': 598.3295304256374, 'lambda_1': 0.001, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",pruned
137,,1.0047570000000121,0.49543023109436035,"{'standardize_X': True, 'alpha_1': 715.9081478526238, 'alpha_2': 881.9172550387418, 'lambda_1': 1e-06, 'lambda_2': 0.01, 'threshold_lambda': 100000.0}",successful
138,,nan,nan,"{'standardize_X': True, 'alpha_1': 494.8089824649118, 'alpha_2': 452.1103602423189, 'lambda_1': 0.0001, 'lambda_2': 0.0001, 'threshold_lambda': 10000.0}",pruned
139,,nan,nan,"{'standardize_X': True, 'alpha_1': 971.5246219181391, 'alpha_2': 308.43224717560616, 'lambda_1': 0.01, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",pruned
140,,1.241533000000004,0.5800561904907227,"{'standardize_X': True, 'alpha_1': 138.556115219428, 'alpha_2': 235.30965300668146, 'lambda_1': 1e-06, 'lambda_2': 0.001, 'threshold_lambda': 100.0}",successful
141,,1.0803380000000118,0.5241518020629883,"{'standardize_X': True, 'alpha_1': 348.7744785548313, 'alpha_2': 118.5565911755927, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
142,,nan,nan,"{'standardize_X': True, 'alpha_1': 465.9625596360352, 'alpha_2': 73.20608279770644, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",pruned
143,,1.246386000000001,0.5820868015289307,"{'standardize_X': True, 'alpha_1': 205.17474094671053, 'alpha_2': 374.77098077893373, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
144,,1.0772849999999892,0.5298879146575928,"{'standardize_X': True, 'alpha_1': 408.49438691289805, 'alpha_2': 526.6833579633195, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
145,,nan,nan,"{'standardize_X': True, 'alpha_1': 635.096783728344, 'alpha_2': 541.5472750576429, 'lambda_1': 0.1, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",pruned
146,,nan,nan,"{'standardize_X': True, 'alpha_1': 283.3207519286518, 'alpha_2': 703.5061545020711, 'lambda_1': 1e-06, 'lambda_2': 1e-06, 'threshold_lambda': 100.0}",pruned
147,,nan,nan,"{'standardize_X': True, 'alpha_1': 1.9081280906932332, 'alpha_2': 9.039932733808397, 'lambda_1': 10, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",pruned
148,,nan,nan,"{'standardize_X': True, 'alpha_1': 733.5726300466563, 'alpha_2': 228.33402629349018, 'lambda_1': 1, 'lambda_2': 0.01, 'threshold_lambda': 100000.0}",pruned
149,,nan,nan,"{'standardize_X': True, 'alpha_1': 497.3378794761183, 'alpha_2': 981.391260927638, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",pruned
150,,1.1558750000000089,0.560676097869873,"{'standardize_X': True, 'alpha_1': 281.28203281578453, 'alpha_2': 397.27486683566167, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 1000000.0}",successful
151,,1.057879999999983,0.5206327438354492,"{'standardize_X': True, 'alpha_1': 413.5329042301822, 'alpha_2': 159.7835798807746, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
152,,nan,nan,"{'standardize_X': True, 'alpha_1': 10.48720104575671, 'alpha_2': 181.48763634576943, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",pruned
153,,1.100165000000004,0.5435819625854492,"{'standardize_X': True, 'alpha_1': 412.44391336066184, 'alpha_2': 283.7762354984536, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
154,,1.0956000000000188,0.5413918495178223,"{'standardize_X': True, 'alpha_1': 367.12414731114586, 'alpha_2': 280.4996325008345, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
155,,nan,nan,"{'standardize_X': True, 'alpha_1': 582.1683860064873, 'alpha_2': 505.88942594663996, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",pruned
156,,0.9906170000000145,0.5007390975952148,"{'standardize_X': True, 'alpha_1': 218.44444050127635, 'alpha_2': 140.73993909479688, 'lambda_1': 0.0001, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
157,,1.0875270000000228,0.5319292545318604,"{'standardize_X': True, 'alpha_1': 398.63812031972225, 'alpha_2': 328.325951860001, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
158,,1.4313929999999857,0.6538801193237305,"{'standardize_X': False, 'alpha_1': 163.30812718422456, 'alpha_2': 187.29640370319734, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
159,,0.989073000000019,0.5101690292358398,"{'standardize_X': True, 'alpha_1': 758.7839210652635, 'alpha_2': 664.0590145823481, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
160,,nan,nan,"{'standardize_X': True, 'alpha_1': 297.84300121389407, 'alpha_2': 435.3022028345446, 'lambda_1': 0.0001, 'lambda_2': 0.01, 'threshold_lambda': 100.0}",pruned
161,,nan,nan,"{'standardize_X': True, 'alpha_1': 466.56577316056536, 'alpha_2': 112.51932889655781, 'lambda_1': 1e-06, 'lambda_2': 1, 'threshold_lambda': 100.0}",pruned
162,,1.1293380000000184,0.5832650661468506,"{'standardize_X': True, 'alpha_1': 373.61447551332014, 'alpha_2': 253.06267805746842, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 1000000.0}",successful
163,,nan,nan,"{'standardize_X': True, 'alpha_1': 568.4377033385169, 'alpha_2': 58.35871755814725, 'lambda_1': 1e-06, 'lambda_2': 10, 'threshold_lambda': 100.0}",pruned
164,,1.2251369999999895,0.5916080474853516,"{'standardize_X': True, 'alpha_1': 223.723589031867, 'alpha_2': 160.82730175178574, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 10000.0}",successful
165,,nan,nan,"{'standardize_X': True, 'alpha_1': 456.3797457469429, 'alpha_2': 96.90938434805207, 'lambda_1': 1e-06, 'lambda_2': 0.01, 'threshold_lambda': 100000.0}",pruned
166,,0.9295299999999997,0.4839968681335449,"{'standardize_X': True, 'alpha_1': 990.2783101146973, 'alpha_2': 323.6968416968378, 'lambda_1': 1e-05, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
167,,nan,nan,"{'standardize_X': True, 'alpha_1': 665.7101177918162, 'alpha_2': 30.86578640453778, 'lambda_1': 1e-06, 'lambda_2': 0.0001, 'threshold_lambda': 100.0}",pruned
168,,1.3910999999999945,0.8310184478759766,"{'standardize_X': True, 'alpha_1': 349.69109106207776, 'alpha_2': 198.8422128033826, 'lambda_1': 1e-06, 'lambda_2': 1e-05, 'threshold_lambda': 1000000.0}",successful
169,,nan,nan,"{'standardize_X': True, 'alpha_1': 93.01909859049995, 'alpha_2': 128.99801082427803, 'lambda_1': 0.001, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",pruned
170,,0.9877869999999973,0.5176959037780762,"{'standardize_X': True, 'alpha_1': 266.0312870963317, 'alpha_2': 39.80264122741697, 'lambda_1': 0.0001, 'lambda_2': 10, 'threshold_lambda': 100.0}",successful
171,,1.0573799999999949,0.5378060340881348,"{'standardize_X': True, 'alpha_1': 432.5159502669734, 'alpha_2': 283.83940806006734, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
172,,nan,nan,"{'standardize_X': True, 'alpha_1': 489.6265049730394, 'alpha_2': 258.5702091700984, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",pruned
173,,nan,nan,"{'standardize_X': True, 'alpha_1': 42.82082182330927, 'alpha_2': 486.8923037406577, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",pruned
174,,1.0238969999999767,0.5242869853973389,"{'standardize_X': True, 'alpha_1': 716.1777169956774, 'alpha_2': 394.68938310068495, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
175,,1.0947690000000136,0.5547692775726318,"{'standardize_X': True, 'alpha_1': 411.09263707973753, 'alpha_2': 155.82902085744294, 'lambda_1': 1e-06, 'lambda_2': 0.001, 'threshold_lambda': 100.0}",successful
176,,1.1096650000000068,0.560075044631958,"{'standardize_X': True, 'alpha_1': 321.39066679271554, 'alpha_2': 170.18701391084656, 'lambda_1': 1e-06, 'lambda_2': 0.001, 'threshold_lambda': 100.0}",successful
177,,nan,nan,"{'standardize_X': True, 'alpha_1': 596.0310925314501, 'alpha_2': 221.44510012009135, 'lambda_1': 0.01, 'lambda_2': 0.001, 'threshold_lambda': 100.0}",pruned
178,,1.2333539999999914,0.6026229858398438,"{'standardize_X': True, 'alpha_1': 201.02412911958197, 'alpha_2': 568.6094775753355, 'lambda_1': 1e-06, 'lambda_2': 0.01, 'threshold_lambda': 100.0}",successful
179,,1.1279699999999764,0.5774750709533691,"{'standardize_X': True, 'alpha_1': 393.88943542456695, 'alpha_2': 323.1762910923244, 'lambda_1': 1e-06, 'lambda_2': 0.001, 'threshold_lambda': 100.0}",successful
180,,nan,nan,"{'standardize_X': True, 'alpha_1': 552.8015620472524, 'alpha_2': 108.7380935229101, 'lambda_1': 10, 'lambda_2': 0.001, 'threshold_lambda': 100.0}",pruned
181,,1.1013499999999965,0.5558497905731201,"{'standardize_X': True, 'alpha_1': 421.6477687926812, 'alpha_2': 3.695852400136718, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 1000000.0}",successful
182,,1.3499129999999866,0.643444299697876,"{'standardize_X': True, 'alpha_1': 286.22825296133783, 'alpha_2': 2.775914938937548, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
183,,1.0797520000000134,0.550076961517334,"{'standardize_X': True, 'alpha_1': 417.58992035150504, 'alpha_2': 3.7177578767341863, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
184,,nan,nan,"{'standardize_X': True, 'alpha_1': 774.0385602774538, 'alpha_2': 4.7208369810352195, 'lambda_1': 0.1, 'lambda_2': 0.1, 'threshold_lambda': 100000.0}",pruned
185,,nan,nan,"{'standardize_X': True, 'alpha_1': 0.11956555918391029, 'alpha_2': 7.630041847804651, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 1000000.0}",pruned
186,,nan,nan,"{'standardize_X': True, 'alpha_1': 524.4302915618009, 'alpha_2': 1.8551399736847758, 'lambda_1': 0.0001, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",pruned
187,,nan,nan,"{'standardize_X': True, 'alpha_1': 315.4558309688071, 'alpha_2': 11.928736262570606, 'lambda_1': 1, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",pruned
188,,1.1953849999999875,0.5922648906707764,"{'standardize_X': False, 'alpha_1': 985.8302578772009, 'alpha_2': 4.146732761713878, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
189,,nan,nan,"{'standardize_X': True, 'alpha_1': 155.5874002950296, 'alpha_2': 0.8728445237733914, 'lambda_1': 1e-05, 'lambda_2': 1e-06, 'threshold_lambda': 1000.0}",pruned
190,,nan,nan,"{'standardize_X': True, 'alpha_1': 386.45566045597764, 'alpha_2': 6.902831652607873, 'lambda_1': 1e-06, 'lambda_2': 10, 'threshold_lambda': 1000000.0}",pruned
191,,1.147069000000016,0.5829980373382568,"{'standardize_X': True, 'alpha_1': 444.66151983799085, 'alpha_2': 10.06328104852303, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
192,,nan,nan,"{'standardize_X': True, 'alpha_1': 484.91349172763654, 'alpha_2': 15.59389169132354, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",pruned
193,,1.2087280000000078,0.5980310440063477,"{'standardize_X': True, 'alpha_1': 249.19411883989386, 'alpha_2': 3.211249335754604, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
194,,nan,nan,"{'standardize_X': True, 'alpha_1': 0.7375777910689063, 'alpha_2': 6.629405886315332, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",pruned
195,,1.0307749999999771,0.536890983581543,"{'standardize_X': True, 'alpha_1': 746.660150582345, 'alpha_2': 4.662261840551615, 'lambda_1': 1e-06, 'lambda_2': 0.01, 'threshold_lambda': 100.0}",successful
196,,nan,nan,"{'standardize_X': True, 'alpha_1': 615.741091827412, 'alpha_2': 1.8231049386813238, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",pruned
197,,1.1076169999999763,0.5624380111694336,"{'standardize_X': True, 'alpha_1': 410.48190296855114, 'alpha_2': 1.3840824634499451, 'lambda_1': 1e-06, 'lambda_2': 0.1, 'threshold_lambda': 100.0}",successful
198,,nan,nan,"{'standardize_X': True, 'alpha_1': 13.664703175801233, 'alpha_2': 8.203459538084209, 'lambda_1': 0.0001, 'lambda_2': 0.1, 'threshold_lambda': 10000.0}",pruned
199,,nan,nan,"{'standardize_X': True, 'alpha_1': 30.209157310084688, 'alpha_2': 12.620208443808044, 'lambda_1': 1e-06, 'lambda_2': 1, 'threshold_lambda': 100.0}",pruned
mean,,1.080673414814815,0.5153754605187311,,
std,,0.6832054004324624,0.24299227109341248,,
max,,8.06941900000001,2.87432599067688,,
min,,0.3785089999999975,0.222999095916748,,
retraining_after_200_trials,complete,0.2494999999999834,0.23042583465576172,"{'standardize_X': True, 'alpha_1': 615.2295937542546, 'alpha_2': 452.84068989932786, 'lambda_1': 0.0001, 'lambda_2': 0.01, 'threshold_lambda': 100.0}",successful
retraining_after_200_trials,0,0.4732539999999972,0.3603808879852295,"{'standardize_X': True, 'alpha_1': 615.2295937542546, 'alpha_2': 452.84068989932786, 'lambda_1': 0.0001, 'lambda_2': 0.01, 'threshold_lambda': 100.0}",successful
retraining_after_200_trials,1,19.484252999999995,7.125227689743042,"{'standardize_X': True, 'alpha_1': 615.2295937542546, 'alpha_2': 452.84068989932786, 'lambda_1': 0.0001, 'lambda_2': 0.01, 'threshold_lambda': 100.0}",successful
retraining_after_200_trials,2,29.625878,10.637357711791992,"{'standardize_X': True, 'alpha_1': 615.2295937542546, 'alpha_2': 452.84068989932786, 'lambda_1': 0.0001, 'lambda_2': 0.01, 'threshold_lambda': 100.0}",successful
retraining_after_200_trials,3,36.859808000000015,13.13211989402771,"{'standardize_X': True, 'alpha_1': 615.2295937542546, 'alpha_2': 452.84068989932786, 'lambda_1': 0.0001, 'lambda_2': 0.01, 'threshold_lambda': 100.0}",successful
